gene_id,BY4742_R1,BY4742_R2,BY4742_R3,SY14_R1,SY14_R2,SY14_R3
YER085C,3,3,10,3,8,7
ILV1,4851,4851,4872,4555,4639,5239
SBH1,694,694,605,684,746,659
AIM10,398,398,353,354,344,390
DOT6,2090,2090,2107,2321,2031,2324
PTC2,1280,1280,1095,1505,1379,1558
TRP2,2601,2601,2670,2286,2505,2913
MET6,5023,5023,5300,4598,3879,5645
IES5,395,395,364,374,367,387
TSC11,564,564,510,574,523,680
AIM11,163,163,146,146,162,207
PUP3,2221,2221,2197,2883,2692,2922
RAD51,1298,1298,1133,1469,1512,1693
SHC1,45,45,53,60,36,72
UBP9,293,293,292,276,319,380
PRS2,1475,1475,1372,1453,1445,1479
UBC6,1120,1120,1059,975,1019,1137
AST2,254,254,263,206,256,320
RPS8B,21135.03,21135.03,22127.95,16730.87,18204.33,20073.87
SSA4,720,720,832,914,970,1016
RTT105,132,132,154,132,125,149
NUP157,1606,1606,1469,1395,1513,1724
MAM1,14,14,3,14,10,9
GLE2,1082,1082,1082,951,991,1117
FLO8,767,767,735,774,788,946
KAP123,4676,4676,4673,4265,4296,5153
SWI4,310,310,348,275,325,376
LSM4,929,929,911,810,834,952
TMN3,989,989,1023,1005,1011,1162
BOI2,975,975,835,973,930,1130
SPR6,312,312,337,287,281,292
SLX8,460,460,413,456,480,478
RPL23B,27324.31,27324.31,27280.69,24828.01,22866.82,24416.15
SHO1,817,817,727,793,736,868
AVT6,675,675,694,884,737,870
SCS2,2521,2521,2438,2734,2535,2965
YER121W,28,28,5,17,34,30
GLO3,3301,3301,3195,3063,2891,3419
YCK3,879,879,858,792,790,887
DSE1,1870,1870,1943,2063,1991,2374
RSP5,2436,2436,2314,2452,2627,3129
NSA2,2721,2721,2510,2540,2585,2814
LCP5,1743,1743,1803,1710,1834,1925
VFA1,135,135,145,115,101,146
SAK1,1459,1459,1418,1384,1462,1762
COM2,792,792,680,702,748,845
RPS26B,16863.95,16863.95,16120.95,16908,15837.83,16457
PMD1,520,520,441,509,527,644
GLC7,3203,3203,3198,3045,3329,3642
YER134C,484,484,526,495,492,555
YER135C,0,0,1,6,6,3
GDI1,2656,2656,2399,2434,2412,2896
YER137C,89,89,79,86,103,140
YER137C-A,0,0,0,0,0,0
YER138C,21023.19,21023.19,23371.53,19359.51,19031.56,26031.55
YER138W-A,0,0,0,0,0,0
RTR1,170,170,161,142,149,165
EMP65,639,639,650,632,555,696
COX15,1502,1502,1485,1531,1403,1588
MAG1,295,295,295,341,366,402
DDI1,907,907,801,965,979,1140
UBP5,1225,1225,1157,1373,1271,1645
FTR1,3434,3434,3039,4174,2987,3868
YER145C-A,109.59,109.59,93.19,89.59,78.96,95.04
LSM5,1341.41,1341.41,1096.81,1121.41,1032.04,1144.96
SCC4,643,643,640,715,606,680
SPT15,2148,2148,1984,1893,1726,1932
PEA2,655,655,586,557,526,636
SPI1,367,367,349,526,681,618
UBP3,1868,1868,1896,1847,1874,2214
YER152C,1271,1271,1137,1298,1105,1337
PET122,169,169,140,230,178,230
OXA1,1410,1410,1297,1534,1360,1556
BEM2,1699,1699,1536,1528,1616,1805
MYG1,3113,3113,3058,2938,3036,3222
COG3,979,979,945,868,860,958
YER158C,243,243,232,284,310,351
BUR6,640,640,568,558,611,697
YER159C-A,0,0,0,0,0,0
YER160C,2376.09,2376.09,2230.46,1824.02,2758.77,2704.74
SPT2,919,919,850,873,854,952
RAD4,527,527,505,553,510,595
GCG1,450,450,411,448,455,493
CHD1,1211,1211,1027,1200,1143,1289
PAB1,9423,9423,9141,9186,9643,11068
DNF1,1069,1069,1057,1071,1053,1329
BCK2,1096,1096,1076,1037,1031,1339
CCA1,1165,1165,1135,1096,1092,1189
RPH1,1828,1828,1760,1857,1787,2057
ADK2,189,189,171,201,173,177
RAD3,930,930,903,883,935,976
BRR2,959,959,849,916,990,1098
RAD24,618,618,576,541,566,697
GRX4,687,687,666,680,690,771
TMT1,352,352,298,339,327,398
YER175W-A,0,0,0,0,0,0
ECM32,1784,1784,1714,1681,1667,2065
BMH1,13995,13995,14878,15405,14184,15696
PDA1,5320,5320,5268,5687,5386,6239
DMC1,167,167,139,135,133,155
ISC10,444,444,404,384,412,437
SLO1,26,26,18,30,33,34
YER181C,0,0,1,2,1,2
FMP10,411,411,425,358,414,432
FAU1,634,634,569,557,575,613
TOG1,462,462,458,411,388,506
PUG1,103,103,103,130,131,123
YER186C,508,508,475,476,482,520
YER187W,44,44,45,24,36,44
YER188C-A,4,4,4,0,0,0
YER188W,104,104,97,85,103,103
YER189W,13.62,13.62,10.63,0,0,0
YER190C-B,601.18,601.18,482.74,0.49,27.56,12.92
YRF1-2,596.45,596.45,645.73,16.16,93.05,16.42
DEG1,874,874,825,992,896,1106
SPB4,1134,1134,1066,1396,1492,1573
YFL002W-A,2111.95,2111.95,2289.41,2375.68,2234.59,2759.55
YFL002W-B,0,0,0,0,0,0
MSH4,127,127,102,94,95,96
VTC2,2309,2309,2065,2601,2389,2816
SEC4,1659,1659,1598,1680,1680,1684
BLM10,1696,1696,1495,1534,1590,1964
SMC1,820,820,720,706,741,846
CDC4,1149,1149,1146,1102,1139,1335
WWM1,1260.86,1260.86,1308.07,1423.85,1477.66,1517.09
AUA1,350.14,350.14,296.93,397.15,404.34,356.91
HXT10,10,10,7,12,18,23
YFL012W,9,9,9,3,7,10
IES1,1309,1309,1268,1280,1136,1379
HSP12,64,64,49,208,227,190
YFL015C,1,1,4,3,1,2
MDJ1,1484,1484,1414,1673,1409,1757
GNA1,554,554,552,512,465,484
SMX2,197,197,141,165,202,176
LPD1,3992,3992,4073,4071,3888,4388
YFL019C,1,1,0,1,1,2
PAU5,20,20,23,31,18,41
GAT1,438,438,372,480,360,446
FRS2,4186,4186,4138,3902,4009,4442
BUD27,1505,1505,1450,1533,1439,1610
EPL1,917,917,936,917,882,1080
BST1,701,701,591,573,626,783
STE2,81,81,106,99,114,104
GYP8,432,432,426,389,364,444
CAF16,886,886,828,733,751,881
CAK1,540,540,596,604,530,636
AGX1,150,150,160,182,176,213
HAC1,1785,1785,1934,1916,2039,2036
RIM15,603,603,650,643,659,799
RPL22B,1795,1795,1952,1465,1405,1565
MOB2,760,760,709,693,746,788
MIL1,762,762,720,742,768,784
RPO41,962,962,924,1015,1024,1290
TUB2,5392,5392,5186,5807,5418,6060
YPT1,5315,5315,5301,5799,5367,5653
ACT1,15340,15340,15777,15381,15695,17075
YFL040W,127,127,107,86,106,123
FET5,974,974,949,969,897,1116
YFL041W-A,2,2,0,7,4,3
LAM5,425,425,418,562,525,600
OTU1,690,690,622,711,666,835
SEC53,6057,6057,6066,5022,5320,5867
FMP32,368,368,424,409,391,444
RGD2,1161,1161,1181,1136,1133,1285
EMP47,1795,1795,1826,1760,1668,1968
SWP82,668,668,687,660,638,750
ALR2,418,418,448,389,448,506
YFL051C,14,14,6,6,19,17
ZNF1,33,33,52,53,67,63
DAK2,57,57,73,82,71,111
AQY3,275,275,206,334,346,374
AGP3,167,167,141,197,178,226
AAD6,350,350,329,788,644,820
THI5,13.25,13.25,16.54,37,43.37,43
SNZ3,134.01,134.01,107.43,233,189,216
SNO3,102.97,102.97,85.14,126,118,132
DDI3,72.96,72.96,45.91,114,74,106
COS4,21.6,21.6,37.97,0,0,0
YFL064C,9.36,9.36,13.51,0,0,0
YFL065C,1.68,1.68,3.57,0,0,0
YFL066C,234.68,234.68,250.61,0,0,0
YFL067W,82.4,82.4,68.73,0,0,0
YFL068W,833.53,833.53,596.18,0,0,0
LOC1,1470,1470,1414,1659,1706,1817
NIC96,1870,1870,1760,1773,1726,1921
YPI1,307,307,315,444,443,475
RPN11,3101,3101,3213,4230,3874,4341
SAD1,765,765,797,794,796,947
YFR006W,2226,2226,2262,2266,2307,2481
YFH7,271,271,290,269,310,307
FAR7,118,118,138,118,140,126
GCN20,3231,3231,3304,3123,3184,3686
UBP6,2026,2026,2020,2142,2201,2449
MIC19,549,549,552,558,507,572
DCV1,19,19,22,29,32,22
YFR012W-A,0,0,0,0,0,0
IOC3,1114,1114,1180,987,1078,1158
CMK1,837,837,834,877,852,1084
GSY1,363,363,479,321,523,596
AIP5,1151,1151,1144,1060,1139,1420
IGD1,53,53,67,56,82,64
YFR018C,1284,1284,1189,1106,1111,1166
FAB1,485,485,490,554,580,702
CSS2,235,235,202,215,206,247
ATG18,537,537,504,546,528,636
ROG3,377,377,337,408,430,433
PES4,23,23,37,22,27,22
LSB3,2344,2344,2324,2698,2334,2862
HIS2,620,620,647,654,655,712
ULI1,34,34,30,37,34,29
ECO1,189,189,180,170,197,213
CDC14,1483,1483,1495,1541,1508,1694
PTR3,371,371,344,390,329,419
MET10,640,640,556,605,621,741
SMC2,877,877,868,821,818,989
RPL2A,23738.08,23738.08,25047.23,23551.59,22237.99,24671.89
RRT5,27,27,25,35,27,36
RPL29,266,266,339,403,387,263
MIN10,3,3,0,0,1,1
QCR6,737,737,720,728,792,731
PHO4,878,878,905,946,818,951
YFR035C,58.9,58.9,32.08,65.33,41.26,47.04
YFR035W-A,231.1,231.1,179.92,229.67,292.74,280.96
CDC26,228,228,189,269,228,230
RSC8,4269,4269,4314,4490,4016,4534
IRC5,982,982,869,929,830,1054
OSW7,896,896,865,777,803,905
SAP155,1402,1402,1439,1560,1668,1898
ERJ5,692,692,688,663,632,665
KEG1,284,284,274,262,297,318
IRC6,278,278,266,300,245,273
DUG1,3013,3013,3009,3161,3105,3592
MRX20,330,330,256,291,260,334
CNN1,361,361,350,375,325,404
BNA6,1122,1122,996,1035,1058,1097
RMD8,654,654,649,562,679,737
KGD4,141,141,150,136,159,172
PRE4,3420,3420,3344,3852,3698,4143
RET2,3592,3592,3472,3770,3548,4233
RPN12,2733,2733,2655,2943,2829,3234
HXK1,530,530,548,745,1228,1356
YFR054C,14,14,17,10,14,18
IRC7,5596,5596,5373,4557,4852,5055
YFR057W,8,8,3,51,54,51
ERG26,1218,1218,1295,1088,1054,1177
ERP6,484,484,531,493,616,676
CDH1,598,598,593,658,644,688
RPN14,587,587,552,619,629,705
COG7,588,588,614,663,719,752
PMC1,1748,1748,1797,1827,1868,2211
YGL006W-A,0,0,0,0,0,0
YGL007C-A,0,0,0,0,0,0
BRP1,10,10,7,7,6,5
PMA1,51988,51988,51504,48181,50790,58966
LEU1,11217,11217,12121,12614,5886,7831
MPO1,268,268,233,349,393,407
SCL1,3278,3278,3274,3602,3604,3947
ERG4,4365,4365,4244,4776,4401,5166
PDR1,1033,1033,997,986,1030,1190
PUF4,1904,1904,1839,1828,1854,2218
BIL2,2,2,5,8,6,8
KAP122,839,839,775,741,753,905
ATE1,643,643,702,719,623,785
JAC1,242,242,237,243,286,273
CKB1,1489,1489,1402,1355,1316,1492
GET1,1370,1370,1343,1228,1233,1377
ALK1,906,906,1011,743,908,1087
STT3,4832,4832,4668,4990,4620,5356
PIB2,1332,1332,1318,1488,1457,1594
PGD1,558,558,544,659,614,721
TRP5,3628,3628,3736,3748,3826,4388
CWH41,1431,1431,1384,1401,1289,1625
SCW11,2036,2036,2118,2030,2051,2565
CGR1,1080,1080,949,1103,1084,1045
RPL30,46841,46841,42288,39729,41157,40399
RPL24A,19738.37,19738.37,20387,17448.83,16462.78,18085.02
AGA2,6,6,1,1,2,2
HOP2,1,1,0,0,0,2
YGL034C,1,1,1,1,3,3
MIG1,1010,1010,886,1035,979,1193
VIR1,1008,1008,1039,1001,1080,1305
PNC1,1814,1814,1837,1877,2056,2419
OCH1,1294,1294,1297,1154,1211,1222
YGL039W,742,742,650,711,791,1010
HEM2,1543,1543,1502,1491,1512,1616
YGL041C-B,0,0,0,0,0,0
DPC13,320,320,284,257,252,275
DST1,1060,1060,1065,983,1024,1168
RNA15,722,722,713,734,721,771
RIM8,296,296,286,272,267,290
ALG13,317,317,268,376,386,446
RPT6,3834,3834,3699,4017,3986,4265
TIF4632,1360,1360,1360,1328,1361,1628
TYW3,581,581,583,566,530,601
MST27,196.68,196.68,186.76,182.86,192.57,196.84
PRM8,399.28,399.28,371.73,317.15,369.17,418.73
ERV14,1351,1351,1271,1272,1205,1330
OLE1,15824,15824,15724,13827,15076,15933
SDS23,1947,1947,1686,1754,2021,2114
GEP7,204,204,191,189,205,194
RAD6,807,807,776,735,764,839
PKP2,329,329,294,294,314,365
YBP2,470,470,439,394,426,500
DUO1,305,305,310,305,298,328
PYC1,1464.79,1464.79,1373.25,1857.35,1635.99,2128.51
PUS2,487,487,397,618,545,592
MRH4,489,489,408,323,410,485
ALG2,750,750,707,754,650,919
SGF73,668,668,670,628,631,725
NPY1,781,781,752,816,754,887
MNP1,1657,1657,1587,1644,1513,1671
RPB9,429,429,432,501,445,503
AFT1,557,557,540,579,560,627
HSF1,1226,1226,1177,1318,1257,1578
MPS2,141,141,133,111,99,138
RPL7A,34672.31,34672.31,35164.9,32238,32159.54,33939.92
HNM1,3201,3201,2954,2773,2821,3231
DBP3,4970,4970,4925,4894,4879,5327
KXD1,324,324,368,287,317,381
MPC1,461,461,412,421,455,492
YGL081W,45,45,52,55,71,64
MIY3,848,848,828,820,698,920
SCY1,482,482,466,474,484,579
GUP1,981,981,992,913,816,1005
LCL3,442,442,420,410,380,414
MAD1,747,747,769,694,801,877
MMS2,424,424,441,434,439,473
YGL088W,4.4,4.4,0,6.69,5.63,1.09
MF(ALPHA)2,7590,7590,7031,7266,7892,7545
LIF1,486,486,439,397,462,529
NBP35,565,565,561,525,561,701
NUP145,1678,1678,1632,1635,1644,1901
SPC105,733,733,715,727,662,820
PAN2,985,985,911,898,980,1044
VPS45,905,905,889,739,787,912
TOS8,73,73,96,86,91,93
SRM1,2515,2515,2563,2364,2279,2579
USE1,431,431,409,390,455,464
LSG1,2467,2467,2390,2441,2413,2924
SEH1,1434,1434,1382,1370,1329,1531
YGK1,558,558,500,494,504,513
RPL28,39232,39232,40248,34172,32501,35443
VPS73,230,230,222,256,276,277
ARC1,5927,5927,6373,6473,6508,7075
MLC1,1729,1729,1736,1648,1658,1821
RMD9,902,902,808,820,815,995
YGL108C,254,254,254,253,247,242
CUE3,902,902,890,852,807,923
NSA1,1947,1947,2012,1964,2045,2229
TAF6,1274,1274,1186,1045,1070,1265
SLD3,440,440,401,370,438,504
YGL114W,1328,1328,1249,1166,1176,1425
SNF4,852,852,798,671,729,900
CDC20,768,768,780,714,877,945
ARO5,310,310,284,314,308,386
YGL118C,0,0,1,1,0,1
COQ8,741,741,717,765,736,687
PRP43,4771,4771,4827,5008,4827,5507
GPG1,47,47,33,67,54,59
NAB2,2983,2983,2848,3266,3071,3635
RPS2,46219,46219,47392,41734,41296,44668
MON1,595,595,605,459,523,540
MET13,494,494,437,445,407,538
SCS3,1477,1477,1448,1725,1445,1597
SOH1,436,436,433,413,437,469
CWC23,225,225,210,228,253,277
RSM23,823,823,743,758,718,854
CEG1,1122,1122,1143,1168,1179,1229
SNT2,459,459,435,317,427,530
ITC1,693,693,711,697,694,818
PCL10,322,322,312,304,245,364
RPL1B,24343.51,24343.51,25152.84,18930.15,20498.69,22001.26
MRM2,249,249,264,213,253,283
SEC27,3581,3581,3406,3530,3438,4053
YGL138C,1,1,4,9,5,3
FLC3,1084,1084,1005,946,1052,1168
YGL140C,1094,1094,1006,1061,1041,1227
HUL5,689,689,609,638,632,852
GPI10,595,595,575,531,549,613
MRF1,413,413,378,396,358,393
ROG1,539,539,514,505,494,594
TIP20,831,831,874,686,814,938
RRT6,47,47,54,50,63,70
RPL9A,19901.79,19901.79,21161.78,16807.61,17173.88,18443.6
ARO2,5126,5126,4972,4962,4868,5478
YGL149W,1,1,2,3,4,4
INO80,1510,1510,1487,1470,1429,1808
NUT1,937,937,859,780,884,1016
PEX14,512,512,516,538,472,539
LYS5,442,442,388,360,378,460
CDC43,576,576,654,600,649,672
AMS1,329,329,273,352,358,490
ARI1,1295,1295,1218,1256,1284,1478
RCK1,179,179,101,154,193,201
YGL159W,493,493,468,398,404,484
AIM14,578,578,533,515,532,584
YIP5,1320,1320,1384,1419,1346,1461
SUT1,386,386,293,364,404,442
RAD54,620,620,579,767,737,851
YRB30,795,795,814,768,703,834
CUP2,561,561,550,698,606,637
PMR1,2276,2276,2188.26,1922.21,2102.16,2448
HUR1,171,171,127.74,158.79,130.84,140
SUA5,1105,1105,1064,983,1057,1210
SPO74,46,46,50,46,53,45
ROK1,1691,1691,1675,1752,1587,1869
NUP49,1810,1810,1751,1839,1630,1777
XRN1,2261,2261,2281,2239,2318,2873
BUD13,174,174,208,180,175,185
SAE2,105,105,87,102,100,122
YGL176C,405,405,381,336,374,407
MPT5,1257,1257,1188,1149,1216,1306
TOS3,631,631,534,556,543,596
ATG1,202,202,192,272,271,308
GTS1,1009,1009,952,947,967,1176
MND1,13,13,14,9,19,17
STR3,66,66,66,89,98,150
YGL185C,341,341,352,317,311,411
TPN1,2117,2117,2031,1637,1735,2027
COX4,502,502,561,393,511,498
YGL188C-A,0,0,0,0,0,0
RPS26A,25322.05,25322.05,26019.05,22755,22658.17,24060
CDC55,869,869,817,788,806,938
COX13,903,903,977,702,916,901
IME4,939,939,983,991,920,1083
YGL193C,58,58,51,51,64,49
HOS2,282,282,303,304,234,310
YGL194C-A,34,34,20,34,38,17
GCN1,1900,1900,1691,1790,1898,2258
DSD1,833,833,839,722,641,846
MDS3,937,937,914,949,950,1140
YIP4,1472,1472,1492,1677,1438,1677
EMP24,3807,3807,3657,3495,3470,3881
MCM6,1178,1178,1109,1137,1152,1377
ARO8,4986,4986,5036,5201,4960,5389
KEX1,1283,1283,1371,1183,1222,1406
YGL204C,47,47,49,40,52,36
POX1,120,120,113,120,132,121
CHC1,1594,1594,1431,1328,1445,1759
SPT16,2679,2679,2550,2433,2542,2966
SIP2,311,311,352,333,335,320
MIG2,603,603,470,804,738,962
YPT32,560,560,579,570,597,668
NCS6,1109,1109,1110,972,992,1070
VAM7,226,226,225,239,220,279
SKI8,1202,1202,1297,1116,1268,1318
CLG1,2703,2703,2624,2665,2918,3179
KIP3,383,383,369,420,418,513
MDM34,627,627,635,609,586,740
BOL2,400,400,285,424,473,348
NIF3,1305,1305,1394,1224,1312,1531
EDC1,134,134,142,129,129,165
COG1,567,567,566,513,536,598
SDT1,466,466,494,550,589,652
VRG4,4319,4319,4551,4139,4189,4528
OST5,773,773,562,640,731,702
MTC3,246,246,218,331,193,279
VID30,453,453,491,445,450,539
SHE10,1876,1876,1976,1842,1829,2172
SAP4,189,189,174,169,168,212
YGL230C,22,22,38,43,37,46
EMC4,1718,1718,1526,1483,1554,1618
TAN1,1090,1090,1136,1013,1050,1124
SEC15,701,701,730,709,746,884
ADE57,14216,14216,14191,12645,13422,15416
YGL235W,0,0,6.81,15.44,6.93,9.7
MTO1,762,762,605.19,808.56,742.07,821.3
HAP2,167,167,153,214,189,228
CSE1,2257,2257,2121,2025,2107,2575
DOC1,118,118,122,123,133,173
KAP114,561,561,599,509,509,644
ANK1,471,471,495,501,526,478
TAD1,551,551,433,478,465,556
RTF1,2228,2228,2077,2060,2001,2249
GUS1,7095,7095,7282,6651,6857,7799
RAI1,1628,1628,1507,1517,1590,1568
BRR6,312,312,266,316,261,292
PDE1,798,798,782,866,788,943
ZIP2,207,207,187,154,166,214
RMR1,215,215,194,162,195,186
HFM1,458,458,456,398,396,500
RTG2,2053,2053,1981,2123,1954,2184
HXK2,10582,10582,11063,10331,10122,13193
FZF1,339,339,281,367,297,373
ZRT1,2720,2720,2844,1880,2134,2410
ADH4,1019,1019,1001,991,1089,1166
MNT2,1189,1189,1167,1076,1059,1269
VEL1,49,49,48,57,76,83
YGL258W-A,1,1,0,0,0,0
YPS5,25,25,22,0,0,0
YGL260W,0,0,0,0,0,0
PAU11,2,2,2,0,0,0
YGL262W,14,14,14,0,0,6
COS12,308,308,365,430,472,530
EFM5,1031,1031,1028,1466,1437,1597
SWC4,586,586,566,552,560,695
CUL3,524,524,481,465,544,616
PEX31,408,408,427,422,420,431
TFG2,1482,1482,1477,1609,1517,1854
PRP18,185,185,170,211,234,228
ECT1,1443,1443,1371,1575,1436,1550
STF2,61,61,69,78,91,78
SEC9,1390,1390,1409,1325,1373,1584
NMA2,388,388,377,440,363,507
MCY1,825,825,817,873,775,894
SNU71,725,725,646,740,767,876
MSB2,2174,2174,2096,1834,1977,2396
EAT1,252,252,271,261,256,352
YGR016C-A,0,0,0,0,0,0
YGR016W,102,102,96,73,114,102
YGR017W,792.56,792.56,782.78,857.59,908.08,855.98
YGR018C,108.44,108.44,90.22,62.41,67.92,96.02
UGA1,849,849,805,869,822,1012
VMA7,2230,2230,1905,2121,2005,2048
DPC29,492,492,465,446,380,433
MTL1,250,250,209,214,242,261
THG1,1123,1123,1170,1188,1111,1243
YGR025W,0,0,0,0,0,1
YGR026W,1337,1337,1503,1243,1253,1502
RPS25A,39700.58,39700.58,38293,35043,33430,34520.06
YGR027W-A,0,0,0,0,0,0
YGR027W-B,8393.58,8393.58,9254.83,8549.3,8484.96,10910.21
MSP1,453,453,496,465,494,524
ERV1,763,763,677,642,712,757
POP6,274,274,248,239,300,260
NAG1,0,0,0,0,0,0
IMO32,850,850,740,817,847,903
GSC2,3061,3061,3496,2762,2982,3198
TIM21,570,570,562,514,571,601
RPL26B,18700,18700,20551,15055,14712,17145.76
YGR035C,535,535,406,561,507,573
YGR035W-A,20,20,21,16,18,23
CAX4,566,566,608,570,629,644
ACB1,1134,1134,932,1061,1343,1244
YGR038C-A,0,0,0,0,0,0
YGR038C-B,2148.01,2148.01,2084.61,2027.06,2313.24,2519.81
ORM1,463,463,437,430,370,473
YGR039W,18,18,21,21,22,12
KSS1,521,521,534,517,497,570
BUD9,622,622,552,558,635,699
MTE1,352,352,342,305,341,391
NQM1,159,159,124,164,194,244
RME1,705,705,666,651,628,662
YGR045C,5,5,7,7,5,6
TAM41,805,805,769,788,922,1000
TFC4,735,735,681,711,703,880
UFD1,1304,1304,1234,1418,1373,1581
SCM4,257,257,213,228,246,305
YGR050C,26,26,28,19,28,30
FMP48,189,189,96,89,95,108
MCO32,57,57,57,72,74,82
YGR054W,2912,2912,2759,2959,3199,3752
MUP1,2776,2776,2643,2898,2797,3659
RSC1,939,939,958,974,904,1199
LST7,469,469,528,402,480,510
PEF1,366,366,343,305,310,383
SPR3,32,32,22,36,41,40
ERG25,5342,5342,5613,4966,5231,5950
ADE6,7825,7825,7611,6420,7534,9272
COX18,341,341,292,269,276,286
SPT4,1092,1092,971,1088,971,1062
VHT1,708,708,702,653,698,836
GID10,58,58,47,81,64,62
YGR067C,80,80,83,54,85,118
ART5,579,579,612,639,696,743
ROM1,433,433,442,378,522,545
ENV11,688,688,685,633,665,751
UPF3,924,924,834,894,789,876
SMD1,482,482,432,427,413,430
PRP38,279,279,269,217,269,311
MRPL25,229,229,194,203,178,230
PEX8,770,770,766,740,761,809
PAC10,844,844,792,879,915,969
YGR079W,2379,2379,2219,2597,2691,2890
TWF1,897,897,944,1019,952,1059
SLX9,829,829,779,758,784,860
TOM20,1318,1318,1190,1170,1186,1291
GCD2,2305,2305,2102,2001,2074,2417
MRP13,725,725,661,664,693,826
RPL11B,10602.13,10602.13,10960.34,9205.28,9529.98,10351.77
PIL1,4436,4436,4364,4124,4495,4928
PDC6,19,19,14,31,52,50
CTT1,227,227,251,264,256,290
NNF2,1094,1094,1144,981,1071,1257
UTP22,2164,2164,2102,1884,2060,2391
PRP31,422,422,390,434,393,493
DBF2,1091,1091,1066,1101,1220,1404
DRN1,726,726,683,706,729,821
VAS1,9651,9651,9875,9041,9086,10772
RRP46,1428,1428,1283,1265,1281,1359
TPC1,419,419,354,466,361,441
ASK10,2080,2080,1946,2048,2043,2794
ESP1,287,287,283,276,293,406
TEL2,484,484,494,475,507,574
MDR1,870,870,893,989,850,1015
PCP1,507,507,562,479,500,584
GTF1,380,380,337,380,378,409
NOP7,7412,7412,7362,6821,7052,7786
SRB5,369,369,376,329,337,370
VMA21,311,311,198,273,378,323
VOA1,3339,3339,3512,2910,2934,3142
CLB1,1955,1955,1800,1331,1446,1489
CLB6,160,160,161,79,163,134
YGR109W-A,0,0,0,0,0,0
YGR109W-B,744.21,744.21,791.07,764.81,710.56,806
CLD1,206,206,218,179,232,288
YGR111W,516,516,599,473,521,574
SHY1,298,298,298,282,277,353
DAM1,470,470,491,441,411,514
SPT6,2875,2875,2773,2474,2576,3066
YGR117C,605,605,662,572,515,650
RPS23A,18323.39,18323.39,18645.42,17719.33,16575.99,17978.94
NUP57,2037,2037,2036,2059,1926,2297
COG2,354,354,319,271,352,336
MEP1,723,723,583,778,670,691
YGR121W-A,1,1,1,1,1,1
YGR122W,329,329,252,311,268,349
PPT1,1456,1456,1396,1302,1288,1446
ASN2,7429,7429,8124,7566,7367.39,8789
VSB1,750,750,761,734,741,847
YGR126W,32,32,40,50,50,51
YGR127W,147,147,131,143,129,201
UTP8,2480,2480,2534,2546,2592,2825
SYF2,294,294,326,296,266,281
YGR130C,1485,1485,1452,1471,1480,1813
FHN1,90,90,54,57,38,54
PHB1,1473,1473,1556,1478,1525,1676
PEX4,222,222,178,251,245,272
CAF130,630,630,502,594,619,733
PRE9,3511,3511,3468,3328,3432,3942
LSB1,1638,1638,1581,1616,1653,1935
TPO2,940.01,940.01,1112.72,872.04,1073.57,960.71
CBF2,515,515,415,419,464,465
VPS62,848,848,795,843,761,835
BTN2,637,637,515,919,811,851
SKN1,1190,1190,1202,1174,1218,1401
THI4,45,45,62,40,46,44
ENP2,2771,2771,2759,2562,2533,2724
ECL1,832,832,722,806,747,917
YGR146C-A,0,0,0,0,0,0
NAT2,941,941,937,961,839,956
RPL24B,14834.63,14834.63,15074,15070.17,13605.22,14655.98
GPC1,366,366,371,279,359,451
CCM1,812,812,793,835,674,914
RSR1,1184,1184,1185,1175,1077,1126
YGR153W,198,198,181,205,203,199
GTO1,275,275,297,295,309,354
CYS4,13349,13349,13173,12530,12449,14065
PTI1,596,596,568,571,595,687
CHO2,1896,1896,1693,1785,1801,2174
MTR3,850,850,847,737,842,881
NSR1,17718,17718,17056,17965,18177,19064
RTS3,664,664,402,815,615,817
YGR161C-C,0,0,0,0,0,0
YGR161C-D,1118.36,1118.36,1197.82,1096.8,1117.65,1607.48
YGR161W-A,0,0,0,0,0,0
YGR161W-B,2111.95,2111.95,2289.41,2375.68,2234.59,2759.55
YGR161W-C,52,52,25,42,29,46
TIF4631,5850,5850,5862,5430,5350,6269
GTR2,600,600,514,658,612,659
YGR164W,1,1,0,0,0,0
MRPS35,641,641,618,542,575,677
TRS65,711,711,674,644,690,872
CLC1,1422,1422,1509,1524,1572,1757
PEX35,447,447,446,405,406,490
PUS6,535,535,449,461,507,477
LSO2,281,281,241,300,295,311
PSD2,1118,1118,1071,1046,1031,1215
MSM1,400,400,367,393,337,381
YIP1,1144,1144,1171,1152,1093,1158
RBG2,1536,1536,1405,1637,1649,1781
CBP4,286,286,257,338,346,332
YGR174W-A,0,0,0,0,0,0
ERG1,7382,7382,7398,6956,7491,7758
ATF2,726,726,665,734,716,810
PBP1,2466,2466,2459,2462,2402,2836
OKP1,286,286,303,315,286,331
RNR4,6469,6469,6340,7924,8353,8896
TIM13,625,625,535,683,677,600
QCR9,29,29,28,36,40,28
UBR1,1082,1082,924,1019,973,1262
TYS1,6142,6142,6423,6152,6007,6912
TFG1,2242,2242,2152,2236,2187,2561
HGH1,2036,2036,2012,1744,1852,1951
BUB1,246,246,190,194,210,279
CRH1,10143,10143,9897,9871,10448,12149
HIP1,4187,4187,3930,3880,3998,4362
TDH3,204810.82,204810.82,212839.29,209376.74,209087.99,234089.61
PDX1,1190,1190,1139,1212,1208,1340
XKS1,305,305,280,332,329,341
SKI6,830,830,832,714,757,858
FYV8,698,698,686,656,641,819
SNG1,375,375,317,364,312,403
